start,end,label
2025-09-10T12:59:17.003050,2025-09-10T12:59:17.468950,gaze_right
2025-09-10T12:59:17.867800,2025-09-10T12:59:18.402200,gaze_left
2025-09-10T12:59:20.539050,2025-09-10T12:59:21.004950,gaze_left
2025-09-10T12:59:21.333356800,2025-09-10T12:59:22.044643200,gaze_right
2025-09-10T12:59:24.397944,2025-09-10T12:59:25.018056,gaze_right
2025-09-10T12:59:25.469688,2025-09-10T12:59:26.116312,gaze_left
2025-09-10T12:59:29.331800,2025-09-10T12:59:29.866200,gaze_right
2025-09-10T12:59:32.727050,2025-09-10T12:59:33.192950,gaze_right
2025-09-10T12:59:33.547800,2025-09-10T12:59:34.082200,gaze_left
2025-09-10T12:59:36.633050,2025-09-10T12:59:37.098950,gaze_left
2025-09-10T12:59:40.633050,2025-09-10T12:59:41.098950,gaze_right
2025-09-10T12:59:41.655800,2025-09-10T12:59:42.190200,gaze_left
2025-09-10T12:59:48.727050,2025-09-10T12:59:49.192950,gaze_right
2025-09-10T12:59:49.655800,2025-09-10T12:59:50.190200,gaze_left
2025-09-10T12:59:56.727050,2025-09-10T12:59:57.192950,gaze_right
2025-09-10T12:59:57.655800,2025-09-10T12:59:58.190200,gaze_left
2025-09-10T13:00:03.860750,2025-09-10T13:00:05.713250,garbage
2025-09-10T12:57:57.942750,2025-09-10T12:57:59.795250,garbage
